number,url,pdf_url,bibtex_url,author,issn,abstract,address,type,publisher,month,year,journal,title,entrytype,id,doi,keywords,pages,volume,chapter,pdf_name,has_pdf
1147,https://timreview.ca/article/1147,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_April2018.pdf,https://timreview.ca/article/export/bibtex/1147,Chris McPhee and Deepak S. Gupta and Mokter Hossain,1927-0321,,Ottawa,,Talent First Network,04/2018,2018,Technology Innovation Management Review,Editorial: Frugal Innovation (April 2018),article,1147,http://doi.org/10.22215/timreview/1147,"development processes, emerging markets, frugal innovation, grassroots, healthcare, inclusion, internationalization, patterns, SMEs, sustainability",3-5,8,,Editorial_TIMReview_April2018.pdf,True
1148,https://timreview.ca/article/1148,https://timreview.ca/sites/default/files/article_PDF/Pansera_TIMReview_April2018.pdf,https://timreview.ca/article/export/bibtex/1148,Mario Pansera,1927-0321,"Frugal innovation has become a popular buzzword among management and business scholars. However, despite its popularity, I argue that the frugal innovation literature, in its present form, is problematic for at least two reasons. First, the frugal innovation literature assumes that scarcity is a normal condition of the “Global South”. In this article, I show that this assumption neglects the fact that scarcity can be socially constructed to deny certain social sectors the access to resources essential for their flourishing. Second, despite all the good intentions underpinning the idea of “alleviating poverty”, frugal innovation studies rarely challenge, or even discuss, the causes of destitution and social exclusion. Innovation, as well as technology, is overwhelmingly framed in an agnostic and neutral way that sidelines the socio-economic complexity of the exclusion mechanisms that cause poverty and underdevelopment. By ignoring this, the frugal innovation literature risks limiting the understanding of the problems it seeks to solve and, most importantly, it risks limiting its impact. Most frugal innovation literature, in other words, seems to elude the fact that, rather than being a mere lack of resources or technology, poverty is a matter of social justice. In order to be empowering, technology has to be value-based, normative framed, socially controlled, and democratically debated. In this article, I propose that we should use these principles to develop a new wave of frugal innovation literature and practice. ",Ottawa,,Talent First Network,04/2018,2018,Technology Innovation Management Review,Frugal or Fair? The Unfulfilled Promises of Frugal Innovation,article,1148,http://doi.org/10.22215/timreview/1148,"frugal innovation, inclusive innovation, scarcity, social justice",6-13,8,,Pansera_TIMReview_April2018.pdf,True
1149,https://timreview.ca/article/1149,https://timreview.ca/sites/default/files/article_PDF/Lehner_et_al_TIMReview_April2018.pdf,https://timreview.ca/article/export/bibtex/1149,Anne-Christin Lehner and Christian Koldewey and Jürgen Gausemeier,1927-0321,"Emerging markets have become increasingly interesting for companies from industrialized countries, but the requirements in these markets differ dramatically from those in the companies\textquoteright traditional markets. New products and services are demanded – so-called frugal innovations. Since the challenges for the development of frugal innovations are often quite similar – for example, low income of the target customer, poor infrastructure, etc. – the hypothesis appears that the solutions will also be similar. In our earlier TIM Review article (Lehner & Gausemeier, 2016), we showed how solution patterns for frugal innovations can be derived. The article at hand summarizes those findings and supplements an innovation process for frugal innovation using the solution patterns. The validation based on the example of telemedical assistant systems shows the benefit of the pattern-based development of frugal innovations. The article addresses managers and engineers who plan to introduce frugal innovations, as well as university-based researchers interested in the development of frugal innovations.",Ottawa,,Talent First Network,04/2018,2018,Technology Innovation Management Review,Approach for a Pattern-Based Development of Frugal Innovations,article,1149,http://doi.org/10.22215/timreview/1149,"business model, emerging markets, frugal innovations, patterns, products and services",14-27,8,,Lehner_et_al_TIMReview_April2018.pdf,True
1150,https://timreview.ca/article/1150,https://timreview.ca/sites/default/files/article_PDF/Arshad_et_al_TIMReview_April2018.pdf,https://timreview.ca/article/export/bibtex/1150,Hareem Arshad and Marija Radić and Dubravko Radi\,1927-0321,"Frugal innovations have the potential to offer simple and cost-effective solutions to the healthcare challenges of the world. However, despite the potential for frugal innovations in healthcare, this context has been rarely studied. The objective of this article is to shed some light on patterns of frugal innovations in healthcare and thereby contribute to the literature. With this aim, we conducted a comprehensive literature review and searched for innovations that were labelled as frugal and were related to healthcare. This led us to a sample of 50 frugal innovations in the healthcare sector. For each of the 50 selected examples, we examined various characteristics of the innovation, such as the country of origin, first launch market, type of innovator, type of innovation, type of care, and geographic diffusion. Our findings show that most of the frugal innovations originated in the United States, followed by India. The most frequent first launch market was India. In terms of types of innovators, academia seemed to be the strongest driver. Most frugal innovations are product innovations in the fields of neonatology and general practice. In this article, we expand on these findings and examine the relationships between individual variables to reveal further insights. Finally, we offer conclusions, an outlook for frugal innovation in the healthcare sector, and future research questions.",Ottawa,,Talent First Network,04/2018,2018,Technology Innovation Management Review,Patterns of Frugal Innovation in Healthcare,article,1150,http://doi.org/10.22215/timreview/1150,"developing economies, emerging economies, frugal innovation, global health, healthcare",28-37,8,,Arshad_et_al_TIMReview_April2018.pdf,True
1152,https://timreview.ca/article/1152,https://timreview.ca/sites/default/files/article_PDF/Rao_TIMReview_April2018.pdf,https://timreview.ca/article/export/bibtex/1152,Balkrishna C. Rao,1927-0321,"In recent years, frugal innovations have become widely popular due to their no-frills nature that entails lower costs. However, most of the frugal innovations, at least at the grassroots level, are makeshift contraptions, made from indigenous ingenuity, that achieve their goals under constraints on various resources but may suffer from limited lifespans due to premature failure. Consequently, it is imperative that sound scientific principles not be overlooked or haphazardly applied in realizing these innovations, irrespective of their grassroots or sophisticated nature. This article therefore argues for the need to use science, sometimes at the cutting edge, to realize grassroots and advanced frugal innovations that are not prone to failure under various working conditions. In so doing, this work advocates the use of classical and new design methodologies that are rooted in science to save resources and, hence lower costs, while aiming for robust functionality of frugal products. In particular, a frugal design approach using a modern version of the safety factor called the “factor of frugality” has been propounded to effectively create any type of frugal innovation from scratch. By combining the ingenuity of the resourceful creators of frugal innovations with a scientific approach that aims to make the resulting products “fail proof”, such innovations may better contribute value to business and benefits to society.",Ottawa,,Talent First Network,04/2018,2018,Technology Innovation Management Review,Science Is Indispensable to Frugal Innovations,article,1152,http://doi.org/10.22215/timreview/1152,"factor of frugality, factor of safety, frugal innovation, research, sustainable development",49-56,8,,Rao_TIMReview_April2018.pdf,True
1155,https://timreview.ca/article/1155,https://timreview.ca/sites/default/files/article_PDF/Habibipour_et_al_TIMReview_May2018.pdf,https://timreview.ca/article/export/bibtex/1155,Abdolrasoul Habibipour and Annabel Georges and Anna St ̊ahlbröst and Dimitri Schuurman and Birgitta Bergvall-K\åreborn,1927-0321,"The concept of a “living lab” is a relatively new research area and phenomenon that facilitates user engagement in open innovation activities. Studies on living labs show that the users\textquoteright motivation to participate in a field test is higher at the beginning of the project than during the rest of the test, and that participants have a tendency to drop out before completing the assigned tasks. However, the literature still lacks theories describing the phenomenon of drop-out within the area of field tests in general and living lab field tests in particular. As the first step in constructing a theoretical discourse, the aims of this study are to present an empirically derived taxonomy for the various factors that influence drop-out behaviour; to provide a definition of “drop-out” in living lab field tests; and to understand the extent to which each of the identified items influence participant drop-out behaviour. To achieve these aims, we first extracted factors influencing drop-out behaviour in the field test from our previous studies on the topic, and then we validated the extracted results across 14 semi-structured interviews with experts in living lab field tests. Our findings show that identified reasons for dropping out can be grouped into three themes: innovation-related, process-related, and participant-related. Each theme consists of three categories with a total of 44 items. In this study, we also propose a unified definition of “drop-out” in living lab field tests.",Ottawa,,Talent First Network,05/2018,2018,Technology Innovation Management Review,A Taxonomy of Factors Influencing Drop-Out Behaviour in Living Lab Field Tests,article,1155,http://doi.org/10.22215/timreview/1155,"drop-out, field test, Living lab, taxonomy, user engagement, user motivation",5-21,8,,Habibipour_et_al_TIMReview_May2018.pdf,True
1156,https://timreview.ca/article/1156,https://timreview.ca/sites/default/files/article_PDF/Haukipuro_et_al_TIMReview_May2018.pdf,https://timreview.ca/article/export/bibtex/1156,Lotta Haukipuro and Satu Väinämö and Pauliina Hyrkäs,1927-0321,"This multiple case study focuses on co-creation facilitated with innovation instruments in three different environments – a school, a hospital, and an airport – in which 12 SMEs and startups developed solutions based on predefined needs of customer organizations, and where stakeholders actively participated through user involvement methods facilitated by a living lab. The article provides new knowledge regarding the benefits of the co-creation, user involvement, and use of the living lab approach within different contexts. Our findings show concrete benefits of co-creation for stakeholders such as companies, customer organizations, and end users. Based on our results, we propose a new, generic model for using innovation instruments to facilitate co-creation for the development of needs-based products and services in different service domains.",Ottawa,,Talent First Network,05/2018,2018,Technology Innovation Management Review,Innovation Instruments to Co-Create Needs-Based Solutions in a Living Lab,article,1156,http://doi.org/10.22215/timreview/1156,"co-creation, innovation instrument, innovation process, Living lab, SME, startup, user involvement",22-35,8,,Haukipuro_et_al_TIMReview_May2018.pdf,True
1157,https://timreview.ca/article/1157,https://timreview.ca/sites/default/files/article_PDF/Sakyi-GyinaeHolmlund_TIMReview_May2018.pdf,https://timreview.ca/article/export/bibtex/1157,Kwesi Sakyi-Gyinae and Maria Holmlund,1927-0321,"This study was conducted in response to calls from the research community and industry for a greater empirical exploration of value propositions. It uses customer value-in-use as a starting point and employs empirical data on value propositions in a servitization context. The findings demonstrate how customers articulate the value-in-use, or benefits, of a selected offering. These results are subsequently used to develop value proposition elements that are aligned with these benefits. The implications for the value proposition literature and for companies in a servitization situation are discussed.",Ottawa,,Talent First Network,05/2018,2018,Technology Innovation Management Review,What Do Business Customers Value? An Empirical Study of Value Propositions in a Servitization Context,article,1157,http://doi.org/10.22215/timreview/1157,"customer value in use, service transition, servitization, value proposition, value-in-use dimension",36-43,8,,Sakyi-GyinaeHolmlund_TIMReview_May2018.pdf,True
1158,https://timreview.ca/article/1158,https://timreview.ca/sites/default/files/article_PDF/Neubert_TIMReview_May2018.pdf,https://timreview.ca/article/export/bibtex/1158,Michael Neubert,1927-0321,"Lean global startups need to internationalize early and fast. The digitalization of new foreign market development helps them to more efficiently identify new market opportunities in global markets. With this approach, they are saving resources while developing the most attractive markets. This article examines how lean global startups develop new foreign markets more rapidly due to digitalization. Thus, the aim is to understand the impact of digitalization on speed of internationalization of lean global startups. The study addresses a gap in the scholarly literature and a practical need to evaluate new foreign markets and business opportunities more quickly and more regularly and to understand what helps lean global startups react more quickly to opportunities and threats with respect to changing market attractiveness. Furthermore, it outlines why and how digitalization is important throughout the internationalization process. The research followed a multiple case-study design using different sources of evidence, including 73 interviews with senior managers of lean global startups. The findings reveal that digitalization allows lean global startups to increase decision-making efficiency and to optimize strategies and processes for evaluating international markets. The findings suggest that lean global startups can benefit from the use of digital technologies by applying a more efficient foreign market development process with regular reviews and a reduced workflow, by faster mediation between local market realities and strategic goals, by analyzing all foreign markets instead of just a sample of them, and by optimizing decision-making processes including the ability to make long-term, strategic decisions due to better market information. ",Ottawa,,Talent First Network,05/2018,2018,Technology Innovation Management Review,The Impact of Digitalization on the Speed of Internationalization of Lean Global Startups,article,1158,http://doi.org/10.22215/timreview/1158,"artificial intelligence, big data analytics, digitalization, global marketing, international business, international business development, international entrepreneurship, international management, lean global startup, machine learning",44-54,8,,Neubert_TIMReview_May2018.pdf,True
1160,https://timreview.ca/article/1160,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_June2018.pdf,https://timreview.ca/article/export/bibtex/1160,Chris McPhee,1927-0321,,Ottawa,,Talent First Network,06/2018,2018,Technology Innovation Management Review,Editorial: Insights (June 2018),article,1160,http://doi.org/10.22215/timreview/1160,"3D printing, additive manufacturing, Amazon, boundary spanning, business models, civic innovation, culture, entrepreneurship, innovation integrators, knowledge transfer, living labs, sociotechnical systems, startup, university–industry collaboration",3-4,8,,Editorial_TIMReview_June2018.pdf,True
1161,https://timreview.ca/article/1161,https://timreview.ca/sites/default/files/article_PDF/Dutta_TIMReview_June2018.pdf,https://timreview.ca/article/export/bibtex/1161,Dev K. Dutta,1927-0321,"Utilizing a historiographic approach based on Amazon\textquoterights Letters to Shareholders (LTS) over a twenty-year timeframe (1997–2016), this article identifies the discerning features of the company\textquoterights entrepreneurial culture that enabled it to become one of today\textquoterights most innovative organizations. A content analysis of the LTS while coding for underlying theoretical themes reveals Amazon\textquoterights entrepreneurial culture has been increasingly celebrating a spirit of “Self-Competition”, and by embracing ideas such as “Day 1 Mentality”, “Customer Centricity”, and “Human Capital Focus”. The study findings have useful insights for entrepreneurs, founding teams, and corporate managers engaged in developing an entrepreneurial culture within their own organizations.",Ottawa,,Talent First Network,06/2018,2018,Technology Innovation Management Review,In Competition with Oneself: A Qualitative Inquiry into Amazon\textquoterights Entrepreneurial Culture,article,1161,http://doi.org/10.22215/timreview/1161,"corporate entrepreneurship, entrepreneurial culture, entrepreneurial orientation, innovation, qualitative methods",5-14,8,,Dutta_TIMReview_June2018.pdf,True
1162,https://timreview.ca/article/1162,https://timreview.ca/sites/default/files/article_PDF/%C3%96berg_et_al_TIMReview_June2018.pdf,https://timreview.ca/article/export/bibtex/1162,Christina Öberg and Tawfiq Shams and Nader Asnafi,1927-0321,"Additive manufacturing, that is 3D printing technology, may change the way companies operate their businesses. This article adopts a business model perspective to create an understanding of what we know about these changes. It summarizes current knowledge on additive manufacturing within management and business research, and it discusses future research directions in relation to business models for additive manufacturing. Using the scientific database Web of Science, 116 journal articles were identified. The literature review reveals that most research concerns manufacturing optimization. A more holistic view of the changes that additive manufacturing may bring about for firms is needed, as is more research on changed value propositions, and customer/sales-related issues. The article contributes to previous research by systematically summarizing additive manufacturing research in the business and management literature, and by highlighting areas for further investigation related to the business models of individual firms.",Ottawa,,Talent First Network,06/2018,2018,Technology Innovation Management Review,Additive Manufacturing and Business Models: Current Knowledge and Missing Perspectives,article,1162,http://doi.org/10.22215/timreview/1162,"3D printing, additive manufacturing, business model, literature review",15-33,8,,%C3%96berg_et_al_TIMReview_June2018.pdf,True
1163,https://timreview.ca/article/1163,https://timreview.ca/sites/default/files/article_PDF/Claudel_TIMReview_June2018.pdf,https://timreview.ca/article/export/bibtex/1163,Matthew Claudel,1927-0321,"Contemporary approaches to urban technology emphasize local “innovation ecosystems”. Two organizational models – living labs and innovation integrators – are commonly used as hubs to broker these ecosystems. Curiously, both coexist in some cities, allowing a comparison of their impact and an analysis of their development over time and in context. The case studies presented in this article suggest that our analytical frameworks for technology policy may fall short, in that they contemplate only the organizations themselves – the living labs or innovation integrators. The dynamics observed in each city are well articulated, however, in the sociotechnical systems literature. The hub can be understood as a “niche”, which fosters radical innovations and new processes. As these prototypes are increasingly deployed and accepted, there is a regime shift, ultimately creating an experimentalist culture that fills the role previously held by the hub. This conclusion is neither a challenge to ecosystem theory nor a critique of innovation policy and its implementation. Rather, I suggest that we must extend these theoretical frameworks, drawing on sociotechnical systems literature to better account for institutions and for systems change as we design policy for urban technology. This article therefore makes a contribution by using a sociotechnical systems lens to explain the evolution of local urban innovation ecosystems.",Ottawa,,Talent First Network,06/2018,2018,Technology Innovation Management Review,From Organizations to Organizational Fields: The Evolution of Civic Innovation Ecosystems,article,1163, http://doi.org/10.22215/timreview/1163,"city, civic technology, innovation policy, innovation systems, Living lab",34-47,8,,Claudel_TIMReview_June2018.pdf,True
1164,https://timreview.ca/article/1164,https://timreview.ca/sites/default/files/article_PDF/Kunttu_et_al_TIMReview_June2018.pdf,https://timreview.ca/article/export/bibtex/1164,Leena Kunttu and Essi Huttu and Yrjö Neuvo,1927-0321,"The mobility of scientific competences from universities to industrial firms enables firms to absorb and utilize the knowledge developed in academia. However, too few young doctors are currently employed in industry, despite the fact that they could transfer and integrate valuable academic knowledge for industrial purposes and facilitate its utilization towards commercial ends. In this article, we investigate the role of doctoral students and graduates as academic boundary spanners by presenting three joint programs between universities and industrial players that facilitate and promote the industrial involvement of doctoral students and graduates. The cases highlight the meaning of university–industry collaboration in doctoral education and present practical examples of how industrial firms may facilitate the transfer of academic knowledge to industry through jointly organized doctoral education and postdoctoral mobility programs. ",Ottawa,,Talent First Network,06/2018,2018,Technology Innovation Management Review,How Doctoral Students and Graduates Can Facilitate Boundary Spanning between Academia and Industry,article,1164,http://doi.org/10.22215/timreview/1164,"academic engagement, doctoral education, industrial engagement, knowledge transfer, university–industry collaboration",48-54,8,,Kunttu_et_al_TIMReview_June2018.pdf,True
1166,https://timreview.ca/article/1166,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_July2018.pdf,https://timreview.ca/article/export/bibtex/1166,Chris McPhee,1927-0321,,Ottawa,,Talent First Network,07/2018,2018,Technology Innovation Management Review,Editorial: Innovation Management (July 2018),article,1166,http://doi.org/10.22215/timreview/1166,"corporate incubators, entrepreneurial ecosystems, innovation capacity, innovation ecosystems, Innovation management, ISPIM, KPIs, living labs, middle managers, topic modelling",3-4,8,,Editorial_TIMReview_July2018.pdf,True
1167,https://timreview.ca/article/1167,https://timreview.ca/sites/default/files/article_PDF/Hoppe_TIMReview_July2018.pdf,https://timreview.ca/article/export/bibtex/1167,Magnus Hoppe,1927-0321,"The article introduces the Prime Mover Matrix as a conversation piece that will help management build strategic innovation capacity and gain desired influence on industrial standards and thus power. After all, just because a company calls itself innovative and invests in R&D does not mean it is actually innovative. To be strategically innovative means that a company deliberately builds its technical innovative capacity and business innovative capacity in relation to the influence of other actors\textquoteright actions and innovations. By doing this, a company will be able to increase its influence on industrial standards and gain the necessary power to reach its objectives. It is a relative position towards a moving target, which is why companies must continuously change through learning. This means that management needs help to reflect on how their own company\textquoterights innovative capacity compares to their competitors, and they must unceasingly steer their capacity towards the desired innovation position. Today, we lack intuitive and usable tools that will facilitate strategic conversations on how to best invest for desired innovation capacity. In order to fill this void, this article proposes the Prime Mover Matrix: a model that functions as a conversation piece for triggering an assessment of an industry\textquoterights technical, business, and prime movers. ",Ottawa,,Talent First Network,07/2018,2018,Technology Innovation Management Review,The Prime Mover Matrix: A Conversation Piece for Building Strategic Innovative Capacity,article,1167,http://doi.org/10.22215/timreview/1167,"analytical models, business innovative capacity, conversation pieces, industrial standards, innovation strategy, Prime Mover Matrix, technical innovative capacity",5-13,8,,Hoppe_TIMReview_July2018.pdf,True
1168,https://timreview.ca/article/1168,https://timreview.ca/sites/default/files/article_PDF/LakizaDeschamps_TIMReview_July2018.pdf,https://timreview.ca/article/export/bibtex/1168,Victoria Lakiza and Isabelle Deschamps,1927-0321,"Numerous established companies look for ways to rejuvenate their innovation capabilities, as it is essential for their long-term survival. One way is through the development of key performance indicators (KPIs) to measure innovation success. However, the wrong performance measurement approach can hinder innovation efforts. This case study explores the steps and challenges associated with the development of innovation KPIs in an established execution-oriented manufacturing company. Three prerequisites are proposed for such a project in a similar context: 1) a minimal maturity level of innovation processes, 2) strategic alignment, and 3) commitment to innovation. It is also proposed that, in such an execution-oriented company, it might be more effective to start with KPIs that would encourage behaviours more favourable to innovation. Then, with stronger innovation capabilities, it will be easier to develop appropriate KPIs to measure the success of innovation endeavours. ",Ottawa,,Talent First Network,07/2018,2018,Technology Innovation Management Review,How to Develop Innovation KPIs in an Execution-Oriented Company,article,1168,http://doi.org/10.22215/timreview/1168,,14-30,8,,LakizaDeschamps_TIMReview_July2018.pdf,True
1169,https://timreview.ca/article/1169,https://timreview.ca/sites/default/files/article_PDF/Hirte_TIMReview_July2018.pdf,https://timreview.ca/article/export/bibtex/1169,Rebecca Hirte,1927-0321,"Lately, there has been a growing tendency of corporations to establish corporate incubators as a strategic tool of transformation. However, the managers of those incubators are often lacking the appropriate knowledge and experience when it comes to setting the right framework for implementing such novel innovation units. In this context, the role of middle managers needs to be re-evaluated in order to support them with the right toolset for such an endeavour to become successful. This article analyzes the role of middle managers in the implementation of a corporate incubator by conducting an in-depth single case study within a large German automotive company. In addition to insights from a comprehensive literature review, the study\textquoterights interviews with 13 experts reveal challenges as well as key success factors from the perspective of middle managers on the stated research problem. In particular, the ability of middle managers to influence employees and top management has been considered with the aim of avoiding resistance and failure. The findings from this study contribute to the research streams of corporate incubation and middle management. In addition, the findings are particularly relevant for managers of large corporations who are facing the challenge of transforming their organization due to digitalization and unpredictable developments in the market. ",Ottawa,,Talent First Network,07/2018,2018,Technology Innovation Management Review,The Role of Middle Managers in the Implementation of a Corporate Incubator: A Case Study in the Automotive Sector,article,1169,http://doi.org/10.22215/timreview/1169,"case study, corporate incubator, Innovation management, intrapreneurship, middle managers",31-39,8,,Hirte_TIMReview_July2018.pdf,True
1170,https://timreview.ca/article/1170,https://timreview.ca/sites/default/files/article_PDF/Westerlund_et_al_TIMReview_July2018.pdf,https://timreview.ca/article/export/bibtex/1170,Mika Westerlund and Seppo Leminen and Mervi Rajahonka,1927-0321,"This study applies topic modelling analysis on a corpus of 86 publications in the Technology Innovation Management Review (TIM Review) to understand how the phenomenon of living labs has been approached in the recent innovation management literature. Although the analysis is performed on a corpus collected from only one journal, the TIM Review has published the largest number of special issues on living labs to date, thus it reflects the advancement of the area in the scholarly literature. According to the analysis, research approaches to living labs can be categorized under seven broad topics: 1) Design, 2) Ecosystem, 3) City, 4) University, 5) Innovation, 6) User, and 7) Living lab. Moreover, each topic includes a set of characteristic subtopics. A trend analysis suggests that the emphasis of research on living labs is moving away from a conceptual focus on what living labs are and who is involved in their ecosystems to practical applications of how to design and manage living labs, their processes, and participants, especially users, as key stakeholders and in novel application areas such as the urban city context.",Ottawa,,Talent First Network,07/2018,2018,Technology Innovation Management Review,A Topic Modelling Analysis of Living Labs Research,article,1170,http://doi.org/10.22215/timreview/1170,"big data, data mining, innovation, Living lab, living laboratory, research trends, text analytics, topic modeling, topic modelling",40-51,8,,Westerlund_et_al_TIMReview_July2018.pdf,True
1171,https://timreview.ca/article/1171,https://timreview.ca/sites/default/files/article_PDF/RitalaGustafsson_TIMReview_July2018.pdf,https://timreview.ca/article/export/bibtex/1171,Paavo Ritala and Robin Gustafsson,1927-0321,,Ottawa,,Talent First Network,07/2018,2018,Technology Innovation Management Review,Q&A. Innovation and Entrepreneurial Ecosystem Research: Where Are We Now and How Do We Move Forward?,article,1171,http://doi.org/10.22215/timreview/1171,"approaches, business ecosystem, entrepreneurial ecosystem, innovation ecosystem, methods, research, theoretical foundations",52-57,8,,RitalaGustafsson_TIMReview_July2018.pdf,True
1174,https://timreview.ca/article/1174,https://timreview.ca/sites/default/files/article_PDF/McGregor_TIMReview_August2018.pdf,https://timreview.ca/article/export/bibtex/1174,Carolyn McGregor,1927-0321,"New approaches to complex societal challenges require a diverse mix of resources and skillsets from different disciplines to create solutions that are of a transdisciplinary innovation nature. The constructive research method enables the purposeful creation of methods, modules, tools, and techniques that have applicability well beyond the case study that motivated their creation. This research presents a bottom-up approach that follows a structured path to transdisciplinary innovation. A method is presented that demonstrates how a set of innovative research collaborations progress from disciplinary innovation to multidisciplinary innovation and ultimately onto interdisciplinary innovation. Anchored in overlapping computer science concepts, drawing on the constructive research methodology for purposeful synthesis and integration between the projects, a greater transdisciplinary goal can emerge. This method is demonstrated through a case study involving a set of big data analytics research projects involving diverse disciplines such as computer science, critical care medicine, aerospace, tactical operations, and public health. The resultant collective vision for transdisciplinary innovation that has resulted offers new approaches to maintaining individual wellness within communities across their entire lifespan on earth and in space.",Ottawa,,Talent First Network,08/2018,2018,Technology Innovation Management Review,Using Constructive Research to Structure the Path to Transdisciplinary Innovation and Its Application for Precision Public Health with Big Data Analytics,article,1174,http://doi.org/10.22215/timreview/1174,"adaption, big data, critical care, precision public health, resilience, transdisciplinary innovation",7-15,8,,McGregor_TIMReview_August2018.pdf,True
1175,https://timreview.ca/article/1175,https://timreview.ca/sites/default/files/article_PDF/Baumber_et_al_TIMReview_August2018.pdf,https://timreview.ca/article/export/bibtex/1175,Alex Baumber and Graciela Metternicht and Peter Ampt and Rebecca Cross and Emily Berry,1927-0321,"While traditional approaches to innovation diffusion often assume that innovations come from outside a local system, transdisciplinary co-production offers an alternative paradigm in which local stakeholders are engaged as co-producers of innovations. The use of digital online tools for agriculture, conservation, and citizen science is an area of expanding opportunities, but landholders are often dependent on tools developed outside their local communities. This article looks at the potential for transdisciplinary co-production to be used as a framework for more participatory development of digital online land management tools, with a case study from the Central Tablelands of New South Wales, Australia. This research has implications beyond rural land management to other industries and contexts where reflexive and integrative strategies are needed to overcome barriers to stakeholder participation and engagement with new technologies.",Ottawa,,Talent First Network,08/2018,2018,Technology Innovation Management Review,From Importing Innovations to Co-Producing Them: Transdisciplinary Approaches to the Development of Online Land Management Tools,article,1175,http://doi.org/10.22215/timreview/1175,"adaptive, co-production, collaboration, decision-support, innovation, land management, tools, transdisciplinary",16-26,8,,Baumber_et_al_TIMReview_August2018.pdf,True
1176,https://timreview.ca/article/1176,https://timreview.ca/sites/default/files/article_PDF/Femen%C3%ADasThuvander_TIMReview_August2018.pdf,https://timreview.ca/article/export/bibtex/1176,Paula Femenı́as and Liane Thuvander,1927-0321,"In this article, we reflect on 14 years of experience with transdisciplinary research in the built environment. We critically consider challenges and pitfalls in relation to normative definitions of transdisciplinary research derived from the literature. Our experiences from five transdisciplinary research projects are presented with a focus on each project\textquoterights aim, size, organization of work, and funding. Results show that different kinds of transdisciplinary research approaches co-exist and that these can serve different purposes and situations. In most cases, transdisciplinary projects lead to raised levels of awareness of the complexity of real-world problems among participating partners. In some cases, the outcome is a useful innovation, in order to support such innovation, a focus on real cases is encouraged. However, there might be a trade-off between the focused attention on a real case and the maintained interest among diverse participants in a larger project. An important insight is that innovation and knowledge development through transdisciplinary settings take time. It is favourable for the development of networks, common visions, trust, and innovation if consecutive transdisciplinary projects can be arranged with the same partners. We conclude the article by providing practical guidelines to support the management of transdisciplinary projects. ",Ottawa,,Talent First Network,08/2018,2018,Technology Innovation Management Review,Transdisciplinary Research in the Built Environment: A Question of Time,article,1176,http://doi.org/10.22215/timreview/1176,"built environment, consecutive projects, innovation processes, practical experiences, sustainable renovation, transdisciplinary research",27-40,8,,Femen%C3%ADasThuvander_TIMReview_August2018.pdf,True
1177,https://timreview.ca/article/1177,https://timreview.ca/sites/default/files/article_PDF/Riedy_et_al_TIMReview_August2018.pdf,https://timreview.ca/article/export/bibtex/1177,Chris Riedy and Dena Fam and Katie Ross and Cynthia Mitchell,1927-0321,"Practitioners of transdisciplinary inquiry, which we define to include research, learning, collaboration, and action, encounter innumerable tensions. Some tensions are universal, while others are unique to that particular inquiry at that point in time. Resolving these tensions requires innovative practices, which emerge through experience with transdisciplinary inquiry. In this article, we reflect on two decades of transdisciplinary inquiry at the Institute for Sustainable Futures. Drawing on that experience, we argue that one crucial innovative practice is to create space for collective, reflective learning. Such learning frequently takes place in spaces we call “crossroads”. These are formal and informal spaces where practitioners who have been on their own transdisciplinary learning journeys (experiencing diverse tensions and applying diverse approaches) come together in dialogue to share, reflect, critically and constructively question, imagine, challenge, and synthesize their experiences into collective organizational learning. Crossroads can emerge spontaneously but can also be consciously nurtured. In our experience, they help us to sustain the innovation needed for transdisciplinary inquiry and to avoid stagnation or routinization. At these reflective, and often times transformative, crossroads, we make sense of our messy, non-linear transdisciplinary journeys and develop innovations to take our transdisciplinary practices forward.",Ottawa,,Talent First Network,08/2018,2018,Technology Innovation Management Review,Transdisciplinarity at the Crossroads: Nurturing Individual and Collective Learning,article,1177,http://doi.org/10.22215/timreview/1177,"collaborative research, collective learning, learning journeys, transdisciplinary innovation",41-49,8,,Riedy_et_al_TIMReview_August2018.pdf,True
