number,url,pdf_url,bibtex_url,author,issn,abstract,address,type,publisher,month,year,journal,title,entrytype,id,doi,keywords,pages,volume,chapter
952,http://timreview.ca/article/952,https://timreview.ca/sites/default/files/article_PDF/Franz_et_al_TIMReview_December2015.pdf,https://timreview.ca/article/export/bibtex/952,Yvonne Franz and Karin Tausz and Sarah-Kristin Thiel,1927-0321,"Innovation development is key to transforming a product-based economy into an innovative service economy by integrating users as co-creators in real-life environments. User co-creation and user involvement are key elements in living labs. Urban living labs add not only the urban component to the conceptual design, but also societal, political, and technological questions. Fields of analysis in urban research relate to socio-spatial environment, living together, and urban policies. The leading question of this article is: to what extent can urban living labs be used as an instrument to support these fields of investigation? Comparing three different approaches for urban living labs, ranging from socially-centred to more technology-centred, we offer a more nuanced understanding of urban living lab design in diverging research contexts. All three case studies manage to go beyond testing and improving new products, which is normally the aim of existing living labs, by embedding innovation in appropriate social, structural, and institutional frameworks, and targeting civil society involvement. The community benefits from this case study comparison because it contextualizes living labs as research methodology to be applied in future urban research projects. ",Ottawa,,Talent First Network,12/2015,2015,Technology Innovation Management Review,Contextuality and Co-Creation Matter: A Qualitative Case Study Comparison of Living Lab Concepts in Urban Research,article,952,http://doi.org/10.22215/timreview/952,"co-creation, innovation ecosystem, participation, social innovation, urban living labs",48-55,5,
953,http://timreview.ca/article/953,https://timreview.ca/sites/default/files/article_PDF/TIMLS_Hobbs_TIMReview_December2015.pdf,https://timreview.ca/article/export/bibtex/953,Chris Hobbs,1927-0321,,Ottawa,,Talent First Network,12/2015,2015,Technology Innovation Management Review,TIM Lecture Series – When Are Software Systems Safe Enough?,article,953,http://doi.org/10.22215/timreview/953,"risk, safety, safety-critical systems, security, software systems, standards, testing",56-58,5,
955,http://timreview.ca/article/955,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_January2016.pdf,https://timreview.ca/article/export/bibtex/955,Chris McPhee and Seppo Leminen and Dimitri Schuurman and Mika Westerlund and Eelko Huizingh,1927-0321,,Ottawa,,Talent First Network,01/2016,2016,Technology Innovation Management Review,Editorial: Living Labs and User Innovation (January 2016),article,955,http://doi.org/10.22215/timreview/955,"closed innovation, field trials, impact assessment, living labs, Open innovation, user engagement, user innovation",3-6,6,
956,http://timreview.ca/article/956,https://timreview.ca/sites/default/files/article_PDF/Schuurman_et_al_TIMReview_January2016.pdf,https://timreview.ca/article/export/bibtex/956,Dimitri Schuurman and Lieven De Marez and Pieter Ballon,1927-0321,"Open innovation scholars as well as practitioners are still struggling with the practical implementation of open innovation principles in different contexts. In this article, we explore the value of a living lab approach for open innovation in small and medium-sized enterprises (SMEs). Using a case study approach, we compared 27 SME projects conducted by iMinds Living Labs from 2011 to 2015. The results suggest that a real-life intervention and a multi-method approach – both of which are methodological characteristics of living lab projects – increase the chance of generating actionable user contributions for the innovation under development. Moreover, the results also suggest that a living lab project yields maximal value when evolving from concept towards prototype. Besides these exploratory findings, this article also demonstrates that living lab projects are a perfect ""playground"" to test and validate assumptions from the open innovation literature.",Ottawa,,Talent First Network,01/2016,2016,Technology Innovation Management Review,The Impact of Living Lab Methodology on Open Innovation Contributions and Outcomes,article,956,http://doi.org/10.22215/timreview/956,"collaboration, distributed innovation, entrepreneur, Innovation management, living labs, Open innovation, SME, startup, user innovation, user involvement",7-16,6,
957,http://timreview.ca/article/957,https://timreview.ca/sites/default/files/article_PDF/Juuj%C3%A4rviLund_TIMReview_January2016.pdf,https://timreview.ca/article/export/bibtex/957,Soile Juujärvi and Virpi Lund,1927-0321,"Urban areas are often characterized by complex problems, such as social and economic deprivation, segregation, or bureaucratic administration. Urban living laboratories provide a promising approach to redefining and tackling such problems in novel ways by enabling bottom-up innovation with various actors. The present study examined an urban living lab initiative in a suburban area of Espoo, Finland, where guided workshops based on the Change Laboratory method were arranged. The findings show that, before development projects are launched, it is important to dedicate sufficient time to the early innovation process, which includes building relationships, sharing knowledge, exploring ignorance, and innovating new concepts. The study emphasizes the importance of distinguishing early innovation processes from later ones, which means separating the ""preject"" from the ""project"". We conclude that successful management of an urban living lab combines bottom-up and top-down approaches.",Ottawa,,Talent First Network,01/2016,2016,Technology Innovation Management Review,"Enhancing Early Innovation in an Urban Living Lab: Lessons from Espoo, Finland",article,957,http://doi.org/10.22215/timreview/957,"Change Laboratory; innovation management, innovation process; preject; urban living labs",17-26,6,
958,http://timreview.ca/article/958,https://timreview.ca/sites/default/files/article_PDF/Buhr_et_al_TIMReview_January2016.pdf,https://timreview.ca/article/export/bibtex/958,Katarina Buhr and Maija Federley and Anja Karlsson,1927-0321,"A number of urban living labs have been set up in recent years, with the aim of developing innovation processes within a multi-stakeholder partnership in an urban context. Several urban living labs focus on sustainable development, which is a visible and urgent issue in less valued suburbs in need of modernization and social uplift. We argue that, when applying the living labs approach in the context of sustainable development in suburbs, the primary focus should be society\textquoterights collective goals, as expressed through municipalities and users. The aim of this article is to show examples of how urban living labs can be applied in less valued suburbs in order to contribute to sustainability based on societal goals. We build on analyses from the research project SubUrbanLab, where urban living labs were set up in Alby and Peltosaari, two suburban areas in Sweden and Finland, respectively. We draw lessons regarding how to use urban living labs for sustainable development in order to create favourable conditions for ongoing engagement with the municipality and users towards long-term sustainability. ",Ottawa,,Talent First Network,01/2016,2016,Technology Innovation Management Review,Urban Living Labs for Sustainability in Suburbs in Need of Modernization and Social Uplift,article,958,http://doi.org/10.22215/timreview/958,"city, Living lab, suburb, sustainability, urban",27-34,6,
959,http://timreview.ca/article/959,https://timreview.ca/sites/default/files/article_PDF/Georges_et_al_TIMReview_January2016.pdf,https://timreview.ca/article/export/bibtex/959,Annabel Georges and Dimitri Schuurman and Koen Vervoort,1927-0321,"Next to active user involvement and a multi-method approach, a third major principle within living lab research consists of capturing the real-life context in which an innovation is used by end users. Field trials are a method to study the interaction of test users with an innovation in the context of use. However, when conducting field trials, there are several reasons why users stop participating in research activities, a phenomenon labelled as attrition. In this article, we elaborate on drop-outs during field trials by analyzing three post-trial surveys of living lab field trials. Our results show that several factors related to the innovation, as well as related to the field trial setup, play a role in attrition, including the lack of added value of the innovation and the extent to which the innovation satisfies the needs and time restrictions of test users. Based on our findings, we provide practical guidelines for managers to reduce attrition during field trials.",Ottawa,,Talent First Network,01/2016,2016,Technology Innovation Management Review,Factors Affecting the Attrition of Test Users During Living Lab Field Trials,article,959,http://doi.org/10.22215/timreview/959,"attrition, drop-out, field trial, Living lab, Open innovation, user engagement, user involvement",35-44,6,
960,http://timreview.ca/article/960,https://timreview.ca/sites/default/files/article_PDF/HakkarainenHyysalo_TIMReview_January2016.pdf,https://timreview.ca/article/export/bibtex/960,Louna Hakkarainen and Sampsa Hyysalo,1927-0321,"Innovation intermediaries play an important role in open innovation endeavours. In living lab projects, where different professional identities and organizational cultures are at play, intermediary actors facilitate learning between stakeholders and manage tensions and conflicts of interest. The current living lab literature recognizes the importance and multifacetedness of these actors, but does not shed light on the work they do at a more practical level. Our study seeks to capture the variety and evolution of work tasks of user-side innovation intermediaries during and after a four-year technology project in a living lab. The study explores how these mediating actors tackle the everyday challenges of a living lab project. This article is grounded on a longitudinal qualitative case study of a innovation process for a floor monitoring system for elderly care – the ""smart floor"". ",Ottawa,,Talent First Network,01/2016,2016,Technology Innovation Management Review,The Evolution of Intermediary Activities: Broadening the Concept of Facilitation in Living Labs,article,960,http://doi.org/10.22215/timreview/960,"co-design, elderly care, facilitation, health technology, innovation intermediaries, Living lab",45-58,6,
962,http://timreview.ca/article/962,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_February2016.pdf,https://timreview.ca/article/export/bibtex/962,Chris McPhee and Dan Craigen,1927-0321,,Ottawa,,Talent First Network,02/2016,2016,Technology Innovation Management Review,Editorial: Cybersecurity (February 2016),article,962,http://doi.org/10.22215/timreview/962,"cybersecurity, intrusion, licensing, literature reviews, machine learning, malware, multisided platforms, new domains, open source",3-4,6,
963,http://timreview.ca/article/963,https://timreview.ca/sites/default/files/article_PDF/Weiss_TIMReview_February2016.pdf,https://timreview.ca/article/export/bibtex/963,Michael Weiss,1927-0321,"Conducting a literature review in new domains presents unique challenges. The literature in a new domain is typically broad, fragmented, and growing quickly. Because little is known about the new domain, the literature review cannot be guided by established classifications of knowledge, unlike in an existing domain. Rather, it will be driven by evidence that challenges and extends existing knowledge. In a way, exploring a new domain means looking for anomalies in the evidence that cannot be explained by what is already known. This article summarizes lessons from conducting two literature reviews in new domains in the area of cybersecurity. It then presents a design for using leader-driven crowdsourcing to collect evidence and synthesize it into insights in a new domain. The article will be relevant to those who are exploring a new domain, in particular students, researchers, and members of R&D projects in industry.",Ottawa,,Talent First Network,02/2016,2016,Technology Innovation Management Review,Crowdsourcing Literature Reviews in New Domains,article,963,http://doi.org/10.22215/timreview/963,"co-creation, crowdsourcing, crowdsourcing platform, cybersecurity, literature review, narrative, new domains, systematic",5-14,6,
964,http://timreview.ca/article/964,https://timreview.ca/sites/default/files/article_PDF/Bailetti_et_al_TIMReview_February2016.pdf,https://timreview.ca/article/export/bibtex/964,Tony Bailetti and Mahmoud Gad and Ahmed Shah,1927-0321,"The purpose of this article is to provide a definition of intrusion learning, identify its distinctive aspects, and provide recommendations for advancing intrusion learning as a practice domain. The authors define intrusion learning as the collection of online network algorithms that learn from and monitor streaming network data resulting in effective intrusion-detection methods for enabling the security and resiliency of enterprise systems. The network algorithms build on advances in cyber-defensive and cyber-offensive capabilities. Intrusion learning is an emerging domain that draws from machine learning, intrusion detection, and streaming network data. Intrusion learning offers to significantly enhance enterprise security and resiliency through augmented perimeter defense and may mitigate increasing threats facing enterprise perimeter protection. The article will be of interest to researchers, sponsors, and entrepreneurs interested in enhancing enterprise security and resiliency.",Ottawa,,Talent First Network,02/2016,2016,Technology Innovation Management Review,Intrusion Learning: An Overview of an Emergent Discipline,article,964,http://doi.org/10.22215/timreview/964,"adversarial learning, clustering, cybersecurity, enterprise, intrusion detection, intrusion learning, learning algorithms, machine learning, real-time analysis, resiliency, security, streaming network data",15-20,6,
965,http://timreview.ca/article/965,https://timreview.ca/sites/default/files/article_PDF/BailettiGad_TIMReview_February2016.pdf,https://timreview.ca/article/export/bibtex/965,Tony Bailetti and Mahmoud Gad,1927-0321,"Malware suppliers use various modes to provide goods and services to customers. By mode, we mean “the way” the malware supplier chooses to function. These modes increase monetization opportunities and enable many security breaches worldwide. A theoretically sound framework that can be used to examine the various modes that malware suppliers use to produce and sell malware is needed. We apply a general model specified recently by Hagiu and Wright to study five modes that malware suppliers use to deliver goods and services to their customers. The framework presented in this article can be used to predict the mode in which a malware supplier will function; to study which types of malware suppliers, agents, and customers are attracted to each mode; to discover new modes; and to better understand the threat a malware supplier presents.",Ottawa,,Talent First Network,02/2016,2016,Technology Innovation Management Review,Examining the Modes Malware Suppliers Use to Provide Goods and Services,article,965,http://doi.org/10.22215/timreview/965,"agents, customers, cybercrime, cybersecurity, malware, modes, multisided platform, suppliers",21-27,6,
966,http://timreview.ca/article/966,https://timreview.ca/sites/default/files/article_PDF/Shah_et_al_TIMReview_February2016.pdf,https://timreview.ca/article/export/bibtex/966,Ahmed Shah and Selman Selman and Ibrahim Abualhaol,1927-0321,"Developers of cybersecurity software often include and rely upon open source software packages in their commercial software products. Before open source code is absorbed into a proprietary product, developers must check the package license to see if the project is permissively licensed, thereby allowing for commercial-friendly inheritance and redistribution. However, there is a risk that the open source package license could be inaccurate due to being silently contaminated with restrictively licensed open source code that may prohibit the sale or confidentiality of commercial derivative work. Contamination of commercial products could lead to expensive remediation costs, damage to the company\textquoterights reputation, and costly legal fees. In this article, we report on our preliminary analysis of more than 200 open source cybersecurity projects to identify the most frequently used license types and languages and to look for evidence of permissively licensed open source projects that are likely contaminated by restrictive licensed material (i.e., containing commercial-unfriendly code). Our analysis identified restrictive license contamination cases occurring in permissively licensed open source projects. Furthermore, we found a high proportion of code that lacked copyright attribution. We expect that the results of this study will: i) provide managers and developers with an understanding of how contamination can occur, ii) provide open source communities with an understanding on how they can better protect their intellectual property by including licenses and copyright information in their code, and ii) provide entrepreneurs with an understanding of the open source cybersecurity domain in terms of licensing and contamination and how they affect decisions about cybersecurity software architectures.",Ottawa,,Talent First Network,02/2016,2016,Technology Innovation Management Review,License Compliance in Open Source Cybersecurity Projects,article,966,http://doi.org/10.22215/timreview/966,"contamination, copyright, cybersecurity, GPL, license, open source, third-party code",28-35,6,
967,http://timreview.ca/article/967,https://timreview.ca/sites/default/files/article_PDF/TIMLS_TIMReview_February2016.pdf,https://timreview.ca/article/export/bibtex/967,Chris McPhee and Peter Carbone and Sean Silcoff,1927-0321,,Ottawa,,Talent First Network,02/2016,2016,Technology Innovation Management Review,TIM Lecture Series – Insights from Success and Failure in Technology Businesses,article,967,http://doi.org/10.22215/timreview/967,"Blackberry, book launch, innovation, insights, lessons, management, Nortel, Research in Motion, technology, technology innovation management review, TIM Review",36-39,6,
969,http://timreview.ca/article/969,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_March2016.pdf,https://timreview.ca/article/export/bibtex/969,Chris McPhee,1927-0321,,Ottawa,,Talent First Network,03/2016,2016,Technology Innovation Management Review,Editorial: Insights (March 2016),article,969,http://doi.org/10.22215/timreview/969,"bootlegging, crowdfunding, emerging markets, frugal innovation, patterns, quintuple helix, underground innovation, urban living lab",3-4,6,
970,http://timreview.ca/article/970,https://timreview.ca/sites/default/files/article_PDF/SakhdariBidakhavidi_TIMReview_March2016.pdf,https://timreview.ca/article/export/bibtex/970,Kamal Sakhdari and Erfan Jalali Bidakhavidi,1927-0321,"Employees are increasingly considered as the origin of many corporate entrepreneurial ideas. Research on “bootlegging” posits that individuals often resort to hidden activities to elaborate their initial ideas and bring them to fruition. The origins and causes of bootlegging behaviour are well argued in the literature. Yet, less is known about what drives bootleggers to uncover their hidden ideas. This research uses field data from in-depth interviews with innovators in R&D departments in different industries of Iran to identify factors stimulating bootleggers to reveal their underground ideas. We identified five groups of factors at individual, managerial, firm, industrial, and idea levels, explaining the revealing stage of bootlegging behaviour. The findings provide a better understanding of the later phases of bootlegging behaviour and the possible role of context-specific factors such as cultural and religious beliefs.",Ottawa,,Talent First Network,03/2016,2016,Technology Innovation Management Review,Underground Innovation: How to Encourage Bootlegging Employees to Disclose Their Good Ideas,article,970,http://doi.org/10.22215/timreview/970,"bootlegging, corporate entrepreneurship, hidden ideas, innovation, qualitative research method, R&D departments",5-12,6,
971,http://timreview.ca/article/971,https://timreview.ca/sites/default/files/article_PDF/LehnerGausemeier_TIMReview_March2016.pdf,https://timreview.ca/article/export/bibtex/971,Anne-Christin Lehner and Jürgen Gausemeier,1927-0321,"The economic rise of emerging markets induces a rapid growth of the global middle class. This new mass market demands products and services adapted to the needs of the local population – so called ""frugal innovations"". Engineers often face similar challenges while developing products and services for these markets, and therefore may develop similar solutions. By the abstraction of these solutions to transferrable solution patterns, the efficiency of the development process could be increased. In this article, we introduce a systematic approach to develop a pattern system for frugal innovations. Based on 29 selected frugal innovations, we derived the problems that led to the development of the analyzed frugal innovations. By categorizing these problems, we deduced six problem categories: education, environment, culture, infrastructure, regulation, and finance. We stripped down the solutions to these problems to their core principles, and in our subsequent analysis, we identified 56 solution patterns. Moreover, we analyzed the relationships between the abstracted solution patterns, problem areas, and frugal innovations. By using a pattern-based approach, the efficiency of the product development process could be improved significantly. As well, patterns may generate new impetus and increase creativity.",Ottawa,,Talent First Network,03/2016,2016,Technology Innovation Management Review,A Pattern-Based Approach to the Development of Frugal Innovations,article,971,http://doi.org/10.22215/timreview/971,"business model, developing markets, emerging markets, frugal innovations, market service, pattern catalogue, pattern system, solution patterns",13-21,6,
972,http://timreview.ca/article/972,https://timreview.ca/sites/default/files/article_PDF/Baccarne_et_al_TIMReview_March2016.pdf,https://timreview.ca/article/export/bibtex/972,Bastiaan Baccarne and Sara Logghe and Dimitri Schuurman and Lieven De Marez,1927-0321,"Growing urbanization puts pressure on both social and ecological systems. This pressure raises complex and multi-facetted challenges that can only be tackled by collaborative and distributed innovation development processes. However, theoretical frameworks that assess such collaborations are often very conceptual, with little focus on the actual governance mechanisms that facilitate them. This article studies the urban living lab concept as an inter-organizational design and multi-stakeholder innovation development process to govern the quintuple helix model for innovation by means of an action research based multidimensional case study design, which focuses on the concepts of innovation democracy, mode 3 knowledge production, the innovation ecosystem as a system of societal subsystems, and socio-ecological transition. In this way, we provide a more profound understanding of such innovation processes to tackle socio-ecological challenges by means of public–private interactions driven by eco-entrepreneurship. ",Ottawa,,Talent First Network,03/2016,2016,Technology Innovation Management Review,Governing Quintuple Helix Innovation: Urban Living Labs and Socio-Ecological Entrepreneurship,article,972,http://doi.org/10.22215/timreview/972,"distributed innovation, quintuple helix innovation, social ecology, socio-ecological entrepreneurship, urban living labs",22-30,6,
973,http://timreview.ca/article/973,https://timreview.ca/sites/default/files/article_PDF/Gedda_et_al_TIMReview_March2016.pdf,https://timreview.ca/article/export/bibtex/973,David Gedda and Billy Nilsson and Zebastian S ̊athén and Klaus Solberg Søilen,1927-0321,"As a steadily expanding source of venture capital, crowdfunding has become an alternative to traditional funding sources, such as banks and financial investors. The phenomenon of crowdfunding is represented by a growing number of Internet sites, here called crowdfunding platforms, devoted to the service. In this article, we investigate crowdfunding and their payout models, which are standard components on crowdfunding platforms. We consider the perspectives of both entrepreneurs and funders to determine the most attractive combination of models found on crowdfunding platforms. Our findings indicate that the most popular crowdfunding platforms, at the time of this study, reflect the preferences of entrepreneurs. The funders\textquoteright favoured crowdfunding model, which we call the equity model, is not currently found, in combination with the often-grouped, non-financial crowdfunding models of pre-order, sponsoring, or reward, on any of the top platforms. Thus, the research identifies a new market for crowdfunding platforms.",Ottawa,,Talent First Network,03/2016,2016,Technology Innovation Management Review,Crowdfunding: Finding the Optimal Platform for Funders and Entrepreneurs,article,973,http://doi.org/10.22215/timreview/973,"crowdfunding, crowdfunding models, crowdfunding platforms, financing, payout models",31-40,6,
974,http://timreview.ca/article/974,https://timreview.ca/sites/default/files/article_PDF/TIMLS_Thomas_TIMReview_March2016.pdf,https://timreview.ca/article/export/bibtex/974,Dave Thomas,1927-0321,,Ottawa,,Talent First Network,06/2016,2016,Technology Innovation Management Review,"TIM Lecture Series – Huge Memory and Collection-Oriented Programming: Less Code, More Speed?",article,974,http://doi.org/10.22215/timreview/974,"big data, collection-oriented programming, databases, huge persistent memory, memory, object-oriented programming, programming, queries, speed, very large databases",41-43,6,
976,http://timreview.ca/article/976,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_April2016.pdf,https://timreview.ca/article/export/bibtex/976,Chris McPhee,1927-0321,,Ottawa,,Talent First Network,04/2016,2016,Technology Innovation Management Review,Editorial: Managing Innovation (April 2016),article,976,http://doi.org/10.22215/timreview/976,"creativity, cybersecurity, entrepreneurship, frugal innovation, innovation, managing innovation, national culture, Open innovation, projects, startups",3-4,6,
977,http://timreview.ca/article/977,https://timreview.ca/sites/default/files/article_PDF/Wohlfart_et_al_TIMReview_April2016.pdf,https://timreview.ca/article/export/bibtex/977,Liza Wohlfart and Mark Bünger and Claus Lang-Koetz and Frank Wagner,1927-0321,"Frugal innovations aim at the development of basic solutions that are affordable for price-sensitive customer groups. This article looks at the similarities and differences between two major approaches, corporate and grassroot frugal innovation, and identifies initial ideas on how the two streams can learn from each other. The three pillars of sustainability (economic, environmental, and social) provide one of the guidelines for the comparison. The research is based on an analysis of case studies from various industries, six of which are presented in this article. ",Ottawa,,Talent First Network,04/2016,2016,Technology Innovation Management Review,Corporate and Grassroot Frugal Innovation: A Comparison of Top-Down and Bottom-Up Strategies,article,977,http://doi.org/10.22215/timreview/977,"case studies, corporate frugal innovation, frugal innovation, grassroots frugal innovation, startups, sustainability",5-17,6,
978,http://timreview.ca/article/978,https://timreview.ca/sites/default/files/article_PDF/Smale_TIMReview_April2016.pdf,https://timreview.ca/article/export/bibtex/978,Tony Smale,1927-0321,"Over a period of decades, a substantial body of knowledge has accumulated that correlates national culture and socially and economically important behaviour, including innovation practice. National culture is an interconnected web of mental models that is shared by national groups and transcends the individual. It is highly influential in moderating the cognition and behaviour of groups and individuals. Different resources, including cognition and behaviour, are required at the different stages of the innovation process, and the context, including national culture (within which innovation is practiced), is an important consideration in designing strategy. Because innovation is a psychological and social process, understanding how national culture moderates that cognition and behaviour within the different stages of the innovation process and how the wider innovation ecosystem impacts innovation practice is central to understanding, strategizing and managing the innovation process. However, there has been limited application of this knowledge by practitioners. Therefore, this article examines the importance of national culture from a practitioner perspective, distilling the managerial implications and providing a list of questions that serve as a checklist to enable practitioners to analyze the implications of their own national and organizational context. ",Ottawa,,Talent First Network,04/2016,2016,Technology Innovation Management Review,Why National Culture Should Be at the Heart of Innovation Management,article,978,http://doi.org/10.22215/timreview/978,"creativity, implementation, initiation, innovation, national culture",18-25,6,
979,http://timreview.ca/article/979,https://timreview.ca/sites/default/files/article_PDF/Stanley_et_al_TIMReview_April2016.pdf,https://timreview.ca/article/export/bibtex/979,Tracy Stanley and Judy Matthews and Paul Davidson,1927-0321,"Novel and useful ideas and creative behaviours originate in varied work environments, yet the characteristics of work environments that stimulate and foster such creative behaviours are not well defined. The aim of this study was to identify the influences that contribute to creative behaviours in the work environment of a global project-based professional service organization. This article is based on an investigation of the work environment of one project team undertaking interdisciplinary work in the construction of a processing plant in a remote location. This multi-disciplinary team encouraged creative behaviours through regular team meetings, ensuring the presentation of diverse views and commitments to regular interaction and collaboration in co-located environments. In addition, a technology manager dedicated to identifying potential opportunities for patenting and commercialization further extended the creative behaviours of the team by focusing on the best solution for each situation. The study contributes new knowledge to research regarding work environments that facilitate creative behaviours.",Ottawa,,Talent First Network,04/2016,2016,Technology Innovation Management Review,Insights from Stimulating Creative Behaviours in a Project-Based Organization Team,article,979,http://doi.org/10.22215/timreview/979,"creative behaviours, problem solving, teams, work environments",26-33,6,
980,http://timreview.ca/article/980,https://timreview.ca/sites/default/files/article_PDF/UllrichVladova_TIMReview_April2016.pdf,https://timreview.ca/article/export/bibtex/980,André Ullrich and Gergana Vladova,1927-0321,"The positive aspects of open innovation projects are widely discussed in innovation management research and practice by means of case studies and best practices. However, enterprises, particularly small and medium-sized enterprises (SMEs) also face miscellaneous challenges in open innovation practice, leading to uncertainty and even renunciation of open innovation project participation. Thus, it is essential for SMEs to find the right balance between possible positive effects and negative consequences – the latter being the less studied “dark sides” of open innovation. However, appropriate methods of finding this balance are still lacking. In this article, we discuss the assessment of open innovation project participation by presenting a weighing and decision process framework as a conceivable solution approach. The framework includes an internal, external, and integrated analysis as well as a recommendation and decision phase. Piece by piece, we investigate the current situation and the innovation goals of the enterprise as an initial point for a decision for or against engaging in open innovation. Furthermore, we discuss the development of a software tool that automatically applies this framework and allows self-assessment by SMEs.",Ottawa,,Talent First Network,04/2016,2016,Technology Innovation Management Review,Weighing the Pros and Cons of Engaging in Open Innovation,article,980,http://doi.org/10.22215/timreview/980,"benefits, entrepreneurship, Open innovation, open innovation participation, risks, self-assessment tool, SMEs",34-40,6,
981,http://timreview.ca/article/981,https://timreview.ca/sites/default/files/article_PDF/TIMLS_Baptiste_TIMReview_April2016.pdf,https://timreview.ca/article/export/bibtex/981,Andrea Baptiste,1927-0321,,Ottawa,,Talent First Network,04/2016,2016,Technology Innovation Management Review,TIM Lecture Series – Startup Life: Lessons Learned in Entrepreneurship,article,981,http://doi.org/10.22215/timreview/981,"entrepreneurship, lessons, startups",41-42,6,
982,http://timreview.ca/article/982,https://timreview.ca/sites/default/files/article_PDF/TIM_Seminar_Zehavi_TIMReview_April2016.pdf,https://timreview.ca/article/export/bibtex/982,Roni Zehavi,1927-0321,,Ottawa,,Talent First Network,04/2016,2016,Technology Innovation Management Review,TIM Seminar – Transforming a Desert City into an International Cybersecurity Hub and Ecosystem,article,982,http://doi.org/10.22215/timreview/982,"Canada, collaboration, cooperation, cybersecurity, CyberSpark, Israel",43-45,6,
984,http://timreview.ca/article/984,https://timreview.ca/sites/default/files/article_PDF/Editorial_TIMReview_May2016.pdf,https://timreview.ca/article/export/bibtex/984,Chris McPhee and Dharmesh Raval,1927-0321,,Ottawa,,Talent First Network,05/2016,2016,Technology Innovation Management Review,Editorial: Entrepreneurial India (May 2016),article,984,http://doi.org/10.22215/timreview/984,"Brand India, entrepreneurship, higher education institutions, India, intellectual property, Make in India, Open innovation, research, startups",3-4,6,
985,http://timreview.ca/article/985,https://timreview.ca/sites/default/files/article_PDF/ChakrawalGoyal_TIMReview_May2016.pdf,https://timreview.ca/article/export/bibtex/985,Alok Chakrawal and Pratibha Goyal,1927-0321,"Just like a product, person, or institution, a country also has an impression in the minds of people. A brand distinguishes the product of one seller from those of the others. With the Indian Prime Minister\textquoterights recent call to ""Make in India"", brand building is receiving more attention and momentum in the country. India is the largest democratic country with the highest GDP, and it is becoming a favourable destination for the global investment giants. But, despite various strengths and successes in image building, the country faces challenges in creating a sustainable, conducive environment for making India a production hub of the world. Bureaucracy, corruption, delay in clearance of business proposals, ethical standards and work culture, tax reforms, political interventions, socio-economic barriers, regionalism, etc. are some of the challenges that must be coped with. This article examines these various issues and challenges that must be overcome in creating Brand India.",Ottawa,,Talent First Network,05/2016,2016,Technology Innovation Management Review,"Creating Brand India: Strategies, Issues, and Challenges",article,985,http://doi.org/10.22215/timreview/985,"Brand India, challenges, economic growth, entrepreneurship, government initiatives, innovation, Make in India",5-9,6,
986,http://timreview.ca/article/986,https://timreview.ca/sites/default/files/article_PDF/Gokhale_TIMReview_May2016.pdf,https://timreview.ca/article/export/bibtex/986,Nikhil A. Gokhale,1927-0321,"Nations built on innovation, entrepreneurship, and production are able to dominate the world economy. However, risk taking has traditionally been discouraged in developing nations. The uncertainty and financial insecurity associated with entrepreneurial activities are the greatest barriers that budding entrepreneurs need to overcome in order to transition into successful entrepreneurs. This challenge needs substantial effort and steady support from society. Easy access to information, mentorship, and a network of venture capitalists and angel investors also play critical roles in promoting entrepreneurial activities. To this end, the Government of India recently launched a nationwide campaign to promote entrepreneurial activities across the country.  Some of the recently emerging trends indicate that scientific and technological innovators from India are now willing to be a part of the global entrepreneurial revolution. Research-inspired entrepreneurial initiatives are expected to play a key role in facilitating India\textquoterights economic growth in the coming years. This article focuses on the initiatives undertaken by the Indian Government and by various academic institutes to facilitate entrepreneurial activities across the country. ",Ottawa,,Talent First Network,05/2016,2016,Technology Innovation Management Review,Supporting Research-Inspired Entrepreneurial Activities in India,article,986,http://doi.org/10.22215/timreview/986,"business, economy, entrepreneurship, financial risk, research-inspired entrepreneurship",14-14,6,
987,http://timreview.ca/article/987,https://timreview.ca/sites/default/files/article_PDF/Tripathi_TIMReview_May2016.pdf,https://timreview.ca/article/export/bibtex/987,Shiv S. Tripathi,1927-0321,"In order to succeed, it is important for any organization to leverage the power of the known and unknown networks around it. The organization must collaborate with others, and to do so requires it to open up its boundaries  inside-out, outside-in, or both. However, the type of collaboration required to work with other parties and the respective output is different across different organizations on account of need, R&D intensity, capability, and risk-taking ability, as well as the nature of the business and industry. The major problem that comes in the way of open innovation in Indian organizations is their risk taking ability; the more an organization collaborates, the more risk it is taking by sharing internal information with the other parties. Through a sample of 31 manufacturing-based firms in India belonging to 12 different industries, the article explores the types of collaborations that they have with various related or unrelated organizations as they engage in open innovation. The article compares the collaborations each industry has entered into to identify the industries that are more open to take risks by collaborating with other parties in multiple ways. ",Ottawa,,Talent First Network,05/2016,2016,Technology Innovation Management Review,Open Innovation in Indian Organizations: Types of Collaboration,article,987,http://doi.org/10.22215/timreview/987,"collaboration, forms, India, manufacturing, Open innovation, risk, types",15-23,6,
